id,season,city,date,home_team,away_team,toss_winner,toss_decision,venue,winner,weight_home,weight_away,totMatch_home,totMatch_away,playerPtsSum_home,playerPtsSum_away
588,2017,Kolkata,13-04-2017,KXIP,KKR,KKR,field,Eden Gardens,KKR,102,102.6875,14,16,1428,1643
589,2017,Bangalore,14-04-2017,RCB,MI,MI,field,M Chinnaswamy Stadium,MI,89.92307692,105.1176471,13,17,1169,1787
590,2017,Rajkot,14-04-2017,RPS,GL,GL,field,Saurashtra Cricket Association Stadium,GL,112.1875,97.14285714,16,14,1795,1360
591,2017,Kolkata,15-04-2017,KKR,SH,SH,field,Eden Gardens,KKR,102.6875,104.3571429,16,14,1643,1461
592,2017,Delhi,15-04-2017,DD,KXIP,DD,bat,Feroz Shah Kotla,DD,103.5714286,102,14,14,1450,1428
593,2017,Mumbai,16-04-2017,GL,MI,MI,field,Wankhede Stadium,MI,97.14285714,105.1176471,14,17,1360,1787
594,2017,Bangalore,16-04-2017,RPS,RCB,RCB,field,M Chinnaswamy Stadium,RPS,112.1875,89.92307692,16,13,1795,1169
595,2017,Delhi,17-04-2017,DD,KKR,DD,bat,Feroz Shah Kotla,KKR,103.5714286,102.6875,14,16,1450,1643
596,2017,Hyderabad,17-04-2017,SH,KXIP,KXIP,field,"Rajiv Gandhi International Stadium, Uppal",SH,104.3571429,102,14,14,1461,1428
597,2017,Rajkot,18-04-2017,RCB,GL,GL,field,Saurashtra Cricket Association Stadium,RCB,89.92307692,97.14285714,13,14,1169,1360
598,2017,Hyderabad,19-04-2017,SH,DD,SH,bat,"Rajiv Gandhi International Stadium, Uppal",SH,104.3571429,103.5714286,14,14,1461,1450
599,2017,Indore,20-04-2017,KXIP,MI,MI,field,Holkar Cricket Stadium,MI,102,105.1176471,14,17,1428,1787
600,2017,Kolkata,21-04-2017,KKR,GL,GL,field,Eden Gardens,GL,102.6875,97.14285714,16,14,1643,1360
601,2017,Mumbai,22-04-2017,MI,DD,DD,field,Wankhede Stadium,MI,105.1176471,103.5714286,17,14,1787,1450
602,2017,Pune,22-04-2017,SH,RPS,RPS,field,Maharashtra Cricket Association Stadium,RPS,104.3571429,112.1875,14,16,1461,1795
603,2017,Rajkot,23-04-2017,KXIP,GL,GL,field,Saurashtra Cricket Association Stadium,KXIP,102,97.14285714,14,14,1428,1360
604,2017,Kolkata,23-04-2017,KKR,RCB,RCB,field,Eden Gardens,KKR,102.6875,89.92307692,16,13,1643,1169
605,2017,Mumbai,24-04-2017,RPS,MI,MI,field,Wankhede Stadium,RPS,112.1875,105.1176471,16,17,1795,1787
606,2017,Pune,26-04-2017,RPS,KKR,KKR,field,Maharashtra Cricket Association Stadium,KKR,112.1875,102.6875,16,16,1795,1643
607,2017,Bangalore,27-04-2017,RCB,GL,GL,field,M Chinnaswamy Stadium,GL,89.92307692,97.14285714,13,14,1169,1360
608,2017,Kolkata,28-04-2017,DD,KKR,KKR,field,Eden Gardens,KKR,103.5714286,102.6875,14,16,1450,1643
609,2017,Chandigarh,28-04-2017,SH,KXIP,KXIP,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",SH,104.3571429,102,14,14,1461,1428
610,2017,Pune,29-04-2017,RPS,RCB,RCB,field,Maharashtra Cricket Association Stadium,RPS,112.1875,89.92307692,16,13,1795,1169
611,2017,Rajkot,29-04-2017,GL,MI,GL,bat,Saurashtra Cricket Association Stadium,MI,97.14285714,105.1176471,14,17,1360,1787
612,2017,Chandigarh,30-04-2017,DD,KXIP,KXIP,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",KXIP,103.5714286,102,14,14,1450,1428
613,2017,Hyderabad,30-04-2017,SH,KKR,KKR,field,"Rajiv Gandhi International Stadium, Uppal",SH,104.3571429,102.6875,14,16,1461,1643
614,2017,Mumbai,01-05-2017,RCB,MI,RCB,bat,Wankhede Stadium,MI,89.92307692,105.1176471,13,17,1169,1787
615,2017,Pune,01-05-2017,GL,RPS,RPS,field,Maharashtra Cricket Association Stadium,RPS,97.14285714,112.1875,14,16,1360,1795
616,2017,Delhi,02-05-2017,SH,DD,DD,field,Feroz Shah Kotla,DD,104.3571429,103.5714286,14,14,1461,1450
617,2017,Kolkata,03-05-2017,KKR,RPS,RPS,field,Eden Gardens,RPS,102.6875,112.1875,16,16,1643,1795
618,2017,Delhi,04-05-2017,GL,DD,DD,field,Feroz Shah Kotla,DD,97.14285714,103.5714286,14,14,1360,1450
619,2017,Bangalore,05-05-2017,KXIP,RCB,RCB,field,M Chinnaswamy Stadium,KXIP,102,89.92307692,14,13,1428,1169
620,2017,Hyderabad,06-05-2017,RPS,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",RPS,112.1875,104.3571429,16,14,1795,1461
621,2017,Delhi,06-05-2017,MI,DD,DD,field,Feroz Shah Kotla,MI,105.1176471,103.5714286,17,14,1787,1450
622,2017,Bangalore,07-05-2017,RCB,KKR,KKR,field,M Chinnaswamy Stadium,KKR,89.92307692,102.6875,13,16,1169,1643
623,2017,Chandigarh,07-05-2017,KXIP,GL,GL,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",GL,102,97.14285714,14,14,1428,1360
624,2017,Hyderabad,08-05-2017,MI,SH,MI,bat,"Rajiv Gandhi International Stadium, Uppal",SH,105.1176471,104.3571429,17,14,1787,1461
625,2017,Chandigarh,09-05-2017,KXIP,KKR,KKR,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",KXIP,102,102.6875,14,16,1428,1643
626,2017,Kanpur,10-05-2017,GL,DD,DD,field,Green Park,DD,97.14285714,103.5714286,14,14,1360,1450
627,2017,Mumbai,11-05-2017,KXIP,MI,MI,field,Wankhede Stadium,KXIP,102,105.1176471,14,17,1428,1787
628,2017,Delhi,12-05-2017,DD,RPS,DD,bat,Feroz Shah Kotla,DD,103.5714286,112.1875,14,16,1450,1795
629,2017,Kanpur,13-05-2017,GL,SH,SH,field,Green Park,SH,97.14285714,104.3571429,14,14,1360,1461
630,2017,Kolkata,13-05-2017,MI,KKR,KKR,field,Eden Gardens,MI,105.1176471,102.6875,17,16,1787,1643
631,2017,Pune,14-05-2017,KXIP,RPS,RPS,field,Maharashtra Cricket Association Stadium,RPS,102,112.1875,14,16,1428,1795
632,2017,Delhi,14-05-2017,RCB,DD,RCB,bat,Feroz Shah Kotla,RCB,89.92307692,103.5714286,13,14,1169,1450
633,2017,Mumbai,16-05-2017,RPS,MI,MI,field,Wankhede Stadium,RPS,112.1875,105.1176471,16,17,1795,1787
634,2017,Bangalore,17-05-2017,SH,KKR,KKR,field,M Chinnaswamy Stadium,KKR,104.3571429,102.6875,14,16,1461,1643
635,2017,Bangalore,19-05-2017,KKR,MI,MI,field,M Chinnaswamy Stadium,MI,102.6875,105.1176471,16,17,1643,1787
636,2017,Hyderabad,21-05-2017,MI,RPS,MI,bat,"Rajiv Gandhi International Stadium, Uppal",MI,105.1176471,112.1875,17,16,1787,1795
